Player,Short Name,Player ID,Birthdate,Team,Team ID,Match,Match ID,Date,Competition,Competition ID,Season,Season ID,Competition Edition ID,Position,Position Group,Minutes,Minutes TIP,Minutes OTIP,Minutes 1,Minutes 1 TIP,Minutes 1 OTIP,Minutes 2,Minutes 2 TIP,Minutes 2 OTIP,Physical Check Passed,Distance,M/min,Running Distance,HSR Distance,HSR Count,Sprint Distance,Sprint Count,HI Distance,HI Count,PSV-99,Medium Acceleration Count,High Acceleration Count,Medium Deceleration Count,High Deceleration Count,Explosive Acceleration to HSR Count,Time to HSR,Time to HSR Post-COD,Explosive Acceleration to Sprint Count,Time to Sprint,Time to Sprint Post-COD,Change of Direction Count,Time to 505 - Around 90,Time to 505 - Around 180,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,HSR Count TIP,Sprint Distance TIP,Sprint Count TIP,HI Distance TIP,HI Count TIP,Medium Acceleration Count TIP,High Acceleration Count TIP,Medium Deceleration Count TIP,High Deceleration Count TIP,Explosive Acceleration to HSR Count TIP,Explosive Acceleration to Sprint Count TIP,Change of Direction Count TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,HSR Count OTIP,Sprint Distance OTIP,Sprint Count OTIP,HI Distance OTIP,HI Count OTIP,Medium Acceleration Count OTIP,High Acceleration Count OTIP,Medium Deceleration Count OTIP,High Deceleration Count OTIP,Explosive Acceleration to HSR Count OTIP,Explosive Acceleration to Sprint Count OTIP,Change of Direction Count OTIP,Distance 1,M/min 1,Running Distance 1,HSR Distance 1,HSR Count 1,Sprint Distance 1,Sprint Count 1,HI Distance 1,HI Count 1,Medium Acceleration Count 1,High Acceleration Count 1,Medium Deceleration Count 1,High Deceleration Count 1,Explosive Acceleration to HSR Count 1,Explosive Acceleration to Sprint Count 1,Change of Direction Count 1,Distance 1 TIP,M/min 1 TIP,Running Distance 1 TIP,HSR Distance 1 TIP,HSR Count 1 TIP,Sprint Distance 1 TIP,Sprint Count 1 TIP,HI Distance 1 TIP,HI Count 1 TIP,Medium Acceleration Count 1 TIP,High Acceleration Count 1 TIP,Medium Deceleration Count 1 TIP,High Deceleration Count 1 TIP,Explosive Acceleration to HSR Count 1 TIP,Explosive Acceleration to Sprint Count 1 TIP,Change of Direction Count 1 TIP,Distance 1 OTIP,M/min 1 OTIP,Running Distance 1 OTIP,HSR Distance 1 OTIP,HSR Count 1 OTIP,Sprint Distance 1 OTIP,Sprint Count 1 OTIP,HI Distance 1 OTIP,HI Count 1 OTIP,Medium Acceleration Count 1 OTIP,High Acceleration Count 1 OTIP,Medium Deceleration Count 1 OTIP,High Deceleration Count 1 OTIP,Explosive Acceleration to HSR Count 1 OTIP,Explosive Acceleration to Sprint Count 1 OTIP,Change of Direction Count 1 OTIP,Distance 2,M/min 2,Running Distance 2,HSR Distance 2,HSR Count 2,Sprint Distance 2,Sprint Count 2,HI Distance 2,HI Count 2,Medium Acceleration Count 2,High Acceleration Count 2,Medium Deceleration Count 2,High Deceleration Count 2,Explosive Acceleration to HSR Count 2,Explosive Acceleration to Sprint Count 2,Change of Direction Count 2,Distance 2 TIP,M/min 2 TIP,Running Distance 2 TIP,HSR Distance 2 TIP,HSR Count 2 TIP,Sprint Distance 2 TIP,Sprint Count 2 TIP,HI Distance 2 TIP,HI Count 2 TIP,Medium Acceleration Count 2 TIP,High Acceleration Count 2 TIP,Medium Deceleration Count 2 TIP,High Deceleration Count 2 TIP,Explosive Acceleration to HSR Count 2 TIP,Explosive Acceleration to Sprint Count 2 TIP,Change of Direction Count 2 TIP,Distance 2 OTIP,M/min 2 OTIP,Running Distance 2 OTIP,HSR Distance 2 OTIP,HSR Count 2 OTIP,Sprint Distance 2 OTIP,Sprint Count 2 OTIP,HI Distance 2 OTIP,HI Count 2 OTIP,Medium Acceleration Count 2 OTIP,High Acceleration Count 2 OTIP,Medium Deceleration Count 2 OTIP,High Deceleration Count 2 OTIP,Explosive Acceleration to HSR Count 2 OTIP,Explosive Acceleration to Sprint Count 2 OTIP,Change of Direction Count 2 OTIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sena Ishibashi,S. Ishibashi,1009827,2006-04-22,Shonan Bellmare,1472,Shonan Bellmare v Tochigi SC,2061070,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,95.9,28.23,23.87,46.17,14.43,13.02,49.73,13.8,10.85,TRUE,11495.0,119.86,1915.0,883.0,83.0,402.0,18.0,1285.0,101.0,30.8,112.0,10.0,100.0,17.0,6.0,0.59,0.59,2.0,1.33,1.33,42.0,1.78,2.73,10787.8,119.86,1797.18,828.68,77.89,377.27,16.89,1205.94,94.79,105.11,9.38,93.85,15.95,5.63,1.88,39.42,4084.0,144.65,817.0,290.0,29.0,121.0,6.0,411.0,35.0,40.0,3.0,28.0,6.0,1.0,1.0,15.0,4023.0,168.56,903.0,535.0,46.0,260.0,10.0,795.0,56.0,43.0,3.0,33.0,2.0,2.0,1.0,25.0,5651.0,122.4,875.0,432.0,39.0,174.0,8.0,606.0,47.0,55.0,5.0,51.0,9.0,3.0,1.0,21.0,2047.0,141.82,334.0,130.0,14.0,72.0,3.0,202.0,17.0,19.0,2.0,13.0,4.0,1.0,1.0,6.0,2108.0,161.95,463.0,263.0,21.0,90.0,4.0,353.0,25.0,24.0,1.0,20.0,1.0,0.0,0.0,14.0,5844.0,117.51,1040.0,451.0,44.0,228.0,10.0,679.0,54.0,57.0,5.0,49.0,8.0,3.0,1.0,21.0,2037.0,147.61,483.0,160.0,15.0,49.0,3.0,209.0,18.0,21.0,1.0,15.0,2.0,0.0,0.0,9.0,1915.0,176.5,440.0,272.0,25.0,170.0,6.0,442.0,31.0,19.0,2.0,13.0,1.0,2.0,1.0,11.0,,,,,,,,,,,,,,,,,,,
Sota  Minami,S. Minami,1014029,2006-06-15,Vegalta Sendai,1471,AFC Blaublitz Akita v Vegalta Sendai,2060370,2026-03-29,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,6.27,1.37,0.53,0.0,0.0,0.0,6.27,1.37,0.53,TRUE,693.0,110.59,113.0,90.0,7.0,8.0,2.0,98.0,9.0,27.0,9.0,2.0,6.0,2.0,1.0,0.83,null,1.0,1.75,null,0.0,null,null,9952.66,110.59,1622.87,1292.55,100.53,114.89,28.72,1407.45,129.26,129.26,28.72,86.17,28.72,14.36,14.36,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,693.0,110.59,113.0,90.0,7.0,8.0,2.0,98.0,9.0,9.0,2.0,6.0,2.0,1.0,1.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,,,,,,
Riku Kurisawa,R. Kurizawa,1016416,2003-07-31,Vanraure Hachinohe,4093,Vanraure Hachinohe v SC Sagamihara,2060374,2026-03-29,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,19.13,5.1,2.57,0.0,0.0,0.0,19.13,5.1,2.57,TRUE,2346.0,122.61,548.0,238.0,19.0,55.0,4.0,293.0,23.0,27.3,22.0,2.0,14.0,5.0,1.0,0.88,1.78,1.0,1.67,null,19.0,2.15,null,11035.19,122.61,2577.7,1119.51,89.37,258.71,18.82,1378.22,108.19,103.48,9.41,65.85,23.52,4.7,4.7,89.37,895.0,175.49,273.0,126.0,9.0,25.0,1.0,151.0,10.0,7.0,1.0,5.0,1.0,0.0,0.0,7.0,553.0,215.45,170.0,94.0,9.0,23.0,2.0,117.0,11.0,8.0,0.0,2.0,2.0,0.0,0.0,10.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2346.0,122.61,548.0,238.0,19.0,55.0,4.0,293.0,23.0,22.0,2.0,14.0,5.0,1.0,1.0,19.0,895.0,175.49,273.0,126.0,9.0,25.0,1.0,151.0,10.0,7.0,1.0,5.0,1.0,0.0,0.0,7.0,553.0,215.45,170.0,94.0,9.0,23.0,2.0,117.0,11.0,8.0,0.0,2.0,2.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,
Kosuke Fujieda,K. Fujieda,1018087,2003-07-30,Matsumoto Yamaga FC,4081,Fukushima United FC v Matsumoto Yamaga FC,2060375,2026-03-29,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,19.47,4.0,7.98,0.0,0.0,0.0,19.47,4.0,7.98,TRUE,2730.0,140.24,516.0,258.0,18.0,74.0,4.0,332.0,22.0,28.5,24.0,3.0,20.0,8.0,0.0,null,null,0.0,null,null,21.0,2.05,2.93,12621.58,140.24,2385.62,1192.81,83.22,342.12,18.49,1534.93,101.71,110.96,13.87,92.47,36.99,0.0,0.0,97.09,679.0,169.75,148.0,97.0,6.0,34.0,1.0,131.0,7.0,8.0,1.0,6.0,1.0,0.0,0.0,5.0,1427.0,178.75,324.0,135.0,9.0,33.0,2.0,168.0,11.0,10.0,1.0,7.0,3.0,0.0,0.0,16.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2730.0,140.24,516.0,258.0,18.0,74.0,4.0,332.0,22.0,24.0,3.0,20.0,8.0,0.0,0.0,21.0,679.0,169.75,148.0,97.0,6.0,34.0,1.0,131.0,7.0,8.0,1.0,6.0,1.0,0.0,0.0,5.0,1427.0,178.75,324.0,135.0,9.0,33.0,2.0,168.0,11.0,10.0,1.0,7.0,3.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,
Kosuke Fujieda,K. Fujieda,1018087,2003-07-30,Matsumoto Yamaga FC,4081,Matsumoto Yamaga FC v Iwaki SC,2061415,2026-04-05,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,23.83,4.87,3.37,0.0,0.0,0.0,23.83,4.87,3.37,TRUE,2433.0,102.08,434.0,164.0,17.0,43.0,4.0,207.0,21.0,27.0,22.0,1.0,17.0,2.0,0.0,null,null,0.0,null,null,12.0,2.21,null,9187.55,102.08,1638.88,619.3,64.2,162.38,15.1,781.68,79.3,83.08,3.78,64.2,7.55,0.0,0.0,45.31,824.0,169.32,199.0,92.0,9.0,33.0,2.0,125.0,11.0,7.0,0.0,5.0,1.0,0.0,0.0,5.0,585.0,173.76,142.0,61.0,5.0,6.0,1.0,67.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2433.0,102.08,434.0,164.0,17.0,43.0,4.0,207.0,21.0,22.0,1.0,17.0,2.0,0.0,0.0,12.0,824.0,169.32,199.0,92.0,9.0,33.0,2.0,125.0,11.0,7.0,0.0,5.0,1.0,0.0,0.0,5.0,585.0,173.76,142.0,61.0,5.0,6.0,1.0,67.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
Kosuke Fujieda,K. Fujieda,1018087,2003-07-30,Matsumoto Yamaga FC,4081,Matsumoto Yamaga FC v Omiya Ardija,2062480,2026-04-12,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,24.97,2.65,12.97,0.0,0.0,0.0,24.97,2.65,12.97,TRUE,3584.0,143.55,743.0,284.0,24.0,59.0,4.0,343.0,28.0,26.1,39.0,2.0,27.0,4.0,1.0,1.08,null,1.0,2.57,null,24.0,2.62,2.67,12919.63,143.55,2678.37,1023.77,86.52,212.68,14.42,1236.45,100.93,140.59,7.21,97.33,14.42,3.6,3.6,86.52,488.0,184.15,112.0,40.0,3.0,9.0,1.0,49.0,4.0,9.0,1.0,2.0,1.0,1.0,1.0,4.0,2160.0,166.58,533.0,198.0,17.0,42.0,3.0,240.0,20.0,24.0,0.0,18.0,2.0,0.0,0.0,19.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3584.0,143.55,743.0,284.0,24.0,59.0,4.0,343.0,28.0,39.0,2.0,27.0,4.0,1.0,1.0,24.0,488.0,184.15,112.0,40.0,3.0,9.0,1.0,49.0,4.0,9.0,1.0,2.0,1.0,1.0,1.0,4.0,2160.0,166.58,533.0,198.0,17.0,42.0,3.0,240.0,20.0,24.0,0.0,18.0,2.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,
Kinglord  Safo,K. Safo,1020888,2002-01-09,Hokkaido Consadole Sapporo,1473,Fujieda MYFC v Hokkaido Consadole Sapporo,2060261,2026-03-28,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,16.13,4.95,3.52,0.0,0.0,0.0,16.13,4.95,3.52,TRUE,1803.0,111.76,223.0,117.0,12.0,65.0,3.0,182.0,15.0,32.2,17.0,1.0,13.0,3.0,0.0,null,null,0.0,null,null,9.0,2.36,2.86,10058.06,111.76,1244.01,652.69,66.94,362.6,16.74,1015.29,83.68,94.83,5.58,72.52,16.74,0.0,0.0,50.21,705.0,142.42,94.0,63.0,7.0,59.0,2.0,122.0,9.0,10.0,0.0,6.0,1.0,0.0,0.0,4.0,504.0,143.32,98.0,42.0,3.0,5.0,0.0,47.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1803.0,111.76,223.0,117.0,12.0,65.0,3.0,182.0,15.0,17.0,1.0,13.0,3.0,0.0,0.0,9.0,705.0,142.42,94.0,63.0,7.0,59.0,2.0,122.0,9.0,10.0,0.0,6.0,1.0,0.0,0.0,4.0,504.0,143.32,98.0,42.0,3.0,5.0,0.0,47.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
Kinglord  Safo,K. Safo,1020888,2002-01-09,Hokkaido Consadole Sapporo,1473,Hokkaido Consadole Sapporo v Fukushima United FC,2061069,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LW,Wide Attacker,17.78,7.18,2.5,0.0,0.0,0.0,17.78,7.18,2.5,TRUE,1904.0,107.07,259.0,121.0,15.0,64.0,3.0,185.0,18.0,29.2,23.0,4.0,18.0,5.0,3.0,0.69,null,1.0,1.35,null,8.0,2.21,null,9635.99,107.07,1310.78,612.37,75.91,323.9,15.18,936.27,91.1,116.4,20.24,91.1,25.3,15.18,5.06,40.49,906.0,126.13,162.0,53.0,7.0,12.0,1.0,65.0,8.0,13.0,2.0,10.0,2.0,1.0,1.0,4.0,426.0,170.4,77.0,59.0,7.0,52.0,1.0,111.0,8.0,4.0,1.0,4.0,1.0,0.0,0.0,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1904.0,107.07,259.0,121.0,15.0,64.0,3.0,185.0,18.0,23.0,4.0,18.0,5.0,3.0,1.0,8.0,906.0,126.13,162.0,53.0,7.0,12.0,1.0,65.0,8.0,13.0,2.0,10.0,2.0,1.0,1.0,4.0,426.0,170.4,77.0,59.0,7.0,52.0,1.0,111.0,8.0,4.0,1.0,4.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
Taiyo Yamaguchi,T. Yamaguchi,1023079,2006-08-18,Ehime FC,3480,Kamatamare Sanuki v Ehime FC,2060377,2026-03-29,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,50.58,14.3,8.55,0.0,0.0,0.0,50.58,14.3,8.55,TRUE,5320.0,105.17,629.0,417.0,39.0,185.0,10.0,602.0,49.0,28.4,63.0,5.0,47.0,15.0,5.0,0.79,null,2.0,1.42,null,32.0,2.17,3.33,9465.57,105.17,1119.14,741.94,69.39,329.16,17.79,1071.1,87.18,112.09,8.9,83.62,26.69,8.9,3.56,56.94,2157.0,150.84,350.0,262.0,22.0,84.0,5.0,346.0,27.0,30.0,1.0,18.0,6.0,1.0,0.0,21.0,1284.0,150.18,215.0,116.0,15.0,88.0,4.0,204.0,19.0,9.0,1.0,7.0,3.0,1.0,0.0,9.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5320.0,105.17,629.0,417.0,39.0,185.0,10.0,602.0,49.0,63.0,5.0,47.0,15.0,5.0,2.0,32.0,2157.0,150.84,350.0,262.0,22.0,84.0,5.0,346.0,27.0,30.0,1.0,18.0,6.0,1.0,0.0,21.0,1284.0,150.18,215.0,116.0,15.0,88.0,4.0,204.0,19.0,9.0,1.0,7.0,3.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,
Taiyo Yamaguchi,T. Yamaguchi,1023079,2006-08-18,Ehime FC,3480,FC Imabari v Ehime FC,2061405,2026-04-05,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,61.28,17.13,15.92,46.08,11.87,12.6,15.2,5.27,3.32,TRUE,7440.0,121.4,940.0,646.0,55.0,225.0,14.0,871.0,69.0,28.5,76.0,9.0,68.0,13.0,6.0,0.8,0.82,2.0,1.56,1.61,44.0,1.98,null,10926.3,121.4,1380.47,948.71,80.77,330.43,20.56,1279.14,101.33,111.61,13.22,99.86,19.09,8.81,2.94,64.62,2411.0,140.72,354.0,211.0,13.0,58.0,3.0,269.0,16.0,30.0,2.0,20.0,2.0,0.0,0.0,16.0,2664.0,167.37,489.0,388.0,33.0,141.0,8.0,529.0,41.0,24.0,6.0,18.0,4.0,4.0,1.0,23.0,5658.0,122.78,666.0,508.0,43.0,208.0,12.0,716.0,55.0,53.0,7.0,50.0,10.0,4.0,1.0,34.0,1680.0,141.57,213.0,160.0,10.0,51.0,2.0,211.0,12.0,20.0,1.0,13.0,2.0,0.0,0.0,11.0,2122.0,168.41,385.0,313.0,26.0,132.0,8.0,445.0,34.0,18.0,5.0,13.0,2.0,3.0,1.0,19.0,1782.0,117.24,274.0,138.0,12.0,17.0,2.0,155.0,14.0,23.0,2.0,18.0,3.0,2.0,1.0,10.0,731.0,138.8,141.0,51.0,3.0,7.0,1.0,58.0,4.0,10.0,1.0,7.0,0.0,0.0,0.0,5.0,542.0,163.42,104.0,75.0,7.0,9.0,0.0,84.0,7.0,6.0,1.0,5.0,2.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
Kanta  Tanaka,K. Tanaka,1023153,2003-07-22,Iwaki SC,3383,Fukushima United FC v Iwaki SC,2062490,2026-04-12,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,CF,Center Forward,69.6,15.47,14.47,47.55,12.17,9.18,22.05,3.3,5.28,TRUE,6973.0,100.19,840.0,365.0,45.0,233.0,12.0,598.0,57.0,30.0,67.0,6.0,53.0,12.0,3.0,0.97,null,2.0,1.7,null,18.0,1.82,null,9016.81,100.19,1086.21,471.98,58.19,301.29,15.52,773.28,73.71,86.64,7.76,68.53,15.52,3.88,2.59,23.28,2450.0,158.41,476.0,241.0,28.0,197.0,10.0,438.0,38.0,28.0,3.0,17.0,4.0,2.0,2.0,10.0,1801.0,124.49,245.0,63.0,7.0,20.0,1.0,83.0,8.0,15.0,2.0,13.0,2.0,1.0,0.0,6.0,4700.0,98.84,505.0,230.0,27.0,109.0,7.0,339.0,34.0,45.0,4.0,37.0,8.0,3.0,1.0,12.0,1857.0,152.63,342.0,169.0,18.0,91.0,6.0,260.0,24.0,21.0,2.0,14.0,3.0,2.0,1.0,7.0,1026.0,111.72,99.0,17.0,2.0,2.0,0.0,19.0,2.0,10.0,1.0,9.0,1.0,0.0,0.0,4.0,2273.0,103.08,335.0,135.0,18.0,124.0,5.0,259.0,23.0,22.0,2.0,16.0,4.0,0.0,0.0,6.0,593.0,179.7,134.0,72.0,10.0,106.0,4.0,178.0,14.0,7.0,1.0,3.0,1.0,0.0,0.0,3.0,775.0,146.69,146.0,46.0,5.0,18.0,1.0,64.0,6.0,5.0,1.0,4.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
Yushi Yamaya,Y. Yamaya,1023613,2000-06-11,FC Gifu,4088,FC Gifu v AC Parceiro Nagano,2060258,2026-03-28,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LW,Wide Attacker,31.47,9.55,9.22,0.0,0.0,0.0,31.47,9.55,9.22,TRUE,3818.0,121.33,557.0,243.0,27.0,173.0,6.0,416.0,33.0,31.4,33.0,3.0,31.0,9.0,2.0,1.23,1.23,0.0,null,null,11.0,2.1,3.03,10920.13,121.33,1593.11,695.02,77.22,494.81,17.16,1189.83,94.39,94.39,8.58,88.67,25.74,5.72,0.0,31.46,1400.0,146.6,280.0,127.0,14.0,107.0,4.0,234.0,18.0,17.0,2.0,12.0,2.0,0.0,0.0,6.0,1364.0,147.99,232.0,81.0,8.0,38.0,2.0,119.0,10.0,9.0,1.0,10.0,2.0,1.0,0.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3818.0,121.33,557.0,243.0,27.0,173.0,6.0,416.0,33.0,33.0,3.0,31.0,9.0,2.0,0.0,11.0,1400.0,146.6,280.0,127.0,14.0,107.0,4.0,234.0,18.0,17.0,2.0,12.0,2.0,0.0,0.0,6.0,1364.0,147.99,232.0,81.0,8.0,38.0,2.0,119.0,10.0,9.0,1.0,10.0,2.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
Yushi Yamaya,Y. Yamaya,1023613,2000-06-11,FC Gifu,4088,Omiya Ardija v FC Gifu,2061079,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LW,Wide Attacker,49.15,18.37,10.23,0.0,0.0,0.0,49.15,18.37,10.23,TRUE,5326.0,108.36,613.0,220.0,26.0,106.0,6.0,326.0,32.0,30.7,64.0,5.0,50.0,9.0,5.0,0.73,0.81,1.0,1.34,1.34,26.0,2.33,null,9752.59,108.36,1122.48,402.85,47.61,194.1,10.99,596.95,58.6,117.19,9.16,91.56,16.48,9.16,1.83,47.61,2447.0,133.23,301.0,152.0,18.0,95.0,5.0,247.0,23.0,29.0,3.0,20.0,6.0,3.0,1.0,17.0,1408.0,137.59,268.0,63.0,6.0,5.0,1.0,68.0,7.0,19.0,1.0,16.0,2.0,1.0,0.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5326.0,108.36,613.0,220.0,26.0,106.0,6.0,326.0,32.0,64.0,5.0,50.0,9.0,5.0,1.0,26.0,2447.0,133.23,301.0,152.0,18.0,95.0,5.0,247.0,23.0,29.0,3.0,20.0,6.0,3.0,1.0,17.0,1408.0,137.59,268.0,63.0,6.0,5.0,1.0,68.0,7.0,19.0,1.0,16.0,2.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,
Yushi Yamaya,Y. Yamaya,1023613,2000-06-11,FC Gifu,4088,FC Gifu v Fujieda MYFC,2062195,2026-04-11,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,RW,Wide Attacker,49.1,10.87,14.87,49.1,10.87,14.87,0.0,0.0,0.0,TRUE,5585.0,113.75,950.0,432.0,38.0,48.0,2.0,480.0,40.0,26.0,52.0,4.0,45.0,11.0,4.0,0.7,0.7,0.0,null,null,35.0,2.17,2.77,10237.27,113.75,1741.34,791.85,69.65,87.98,3.67,879.84,73.32,95.32,7.33,82.48,20.16,7.33,0.0,64.15,1552.0,142.82,311.0,148.0,15.0,35.0,1.0,183.0,16.0,17.0,1.0,9.0,3.0,1.0,0.0,14.0,2405.0,161.77,575.0,261.0,20.0,13.0,1.0,274.0,21.0,24.0,1.0,22.0,3.0,1.0,0.0,18.0,5585.0,113.75,950.0,432.0,38.0,48.0,2.0,480.0,40.0,52.0,4.0,45.0,11.0,4.0,0.0,35.0,1552.0,142.82,311.0,148.0,15.0,35.0,1.0,183.0,16.0,17.0,1.0,9.0,3.0,1.0,0.0,14.0,2405.0,161.77,575.0,261.0,20.0,13.0,1.0,274.0,21.0,24.0,1.0,22.0,3.0,1.0,0.0,18.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,,,,,,
Yosei Sato,Y. Sato,1024238,2003-09-03,Hokkaido Consadole Sapporo,1473,Fujieda MYFC v Hokkaido Consadole Sapporo,2060261,2026-03-28,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,RW,Wide Attacker,70.8,20.15,18.02,47.4,17.35,11.32,23.4,2.8,6.7,TRUE,8033.0,113.46,1351.0,608.0,62.0,195.0,12.0,803.0,74.0,29.6,86.0,8.0,68.0,17.0,8.0,0.61,0.61,1.0,1.29,null,36.0,2.71,2.87,10211.44,113.46,1717.37,772.88,78.81,247.88,15.25,1020.76,94.07,109.32,10.17,86.44,21.61,10.17,1.27,45.76,2666.0,132.31,428.0,287.0,27.0,116.0,7.0,403.0,34.0,32.0,3.0,20.0,4.0,3.0,0.0,13.0,2912.0,161.63,719.0,239.0,28.0,77.0,5.0,316.0,33.0,33.0,4.0,26.0,9.0,4.0,0.0,20.0,5265.0,111.08,774.0,376.0,41.0,147.0,9.0,523.0,50.0,60.0,6.0,47.0,15.0,6.0,1.0,21.0,2192.0,126.34,334.0,191.0,19.0,82.0,5.0,273.0,24.0,26.0,2.0,17.0,3.0,0.0,0.0,10.0,1731.0,152.96,368.0,151.0,20.0,64.0,4.0,215.0,24.0,24.0,3.0,16.0,8.0,3.0,0.0,10.0,2768.0,118.29,577.0,232.0,21.0,48.0,3.0,280.0,24.0,26.0,2.0,21.0,2.0,2.0,0.0,15.0,474.0,169.29,94.0,96.0,8.0,34.0,2.0,130.0,10.0,6.0,1.0,3.0,1.0,1.0,0.0,3.0,1181.0,176.27,351.0,88.0,8.0,13.0,1.0,101.0,9.0,9.0,1.0,10.0,1.0,1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,
